04,05,09,10,18,27,35
02,03,17,18,22,23,31
06,08,22,23,32,33,36
01,03,04,08,11,21,25
07,10,16,25,26,33,34
01,07,09,11,15,31,34
07,08,09,13,21,34,35
08,14,19,20,29,30,31
10,24,25,26,27,33,36
01,04,13,14,16,22,35
03,09,10,14,16,20,27
13,15,17,22,26,34,36
04,07,08,14,22,24,27
05,09,16,20,29,33,35
09,11,13,14,20,22,37
04,07,11,17,19,26,35
05,13,14,26,32,33,34
05,08,12,13,14,24,30
04,16,20,30,33,34,36
04,06,09,10,23,27,33
01,02,08,10,13,25,31
11,15,22,23,24,29,33
03,04,14,18,26,30,32
08,13,17,19,23,25,28
10,19,21,23,24,30,37
04,10,11,15,18,22,34
02,05,17,18,19,20,33
03,06,11,13,18,20,34
11,16,18,23,30,31,35
06,09,10,18,28,31,32
11,19,28,29,31,32,37
17,19,22,29,30,31,32
03,06,24,28,32,35,36
04,11,17,27,29,31,36
06,14,17,26,27,30,36
11,15,18,20,23,25,32
07,09,16,17,23,27,34
05,07,10,12,14,24,35
09,10,13,21,25,31,33
09,10,17,18,22,25,35
03,07,15,16,30,34,35
01,04,10,11,16,24,34
05,07,10,15,24,27,30
05,07,11,12,15,18,20
03,04,10,12,17,18,20
03,10,19,20,26,28,30
03,09,10,14,19,24,30
01,03,13,14,16,30,31
01,02,17,18,24,27,29
04,14,17,18,21,31,33
09,13,16,17,18,19,20
11,14,15,21,26,34,36
01,10,11,21,26,29,30
15,24,27,28,29,34,35
05,06,18,22,26,33,34
02,06,14,23,28,31,35
04,05,10,12,27,34,36
07,08,14,15,16,20,29
03,09,10,17,30,33,34
03,11,18,26,30,33,37
03,06,08,19,32,34,35
09,13,16,23,28,29,30
01,02,04,18,20,29,34
09,11,18,24,26,27,37
17,25,26,28,31,32,37
01,07,13,14,16,21,22
05,06,11,15,20,32,33
05,08,15,24,25,32,35
12,13,15,22,25,33,35
06,17,23,24,27,28,31
07,09,10,17,28,33,36

04,07,14,17,21,34,37
08,16,26,27,28,32,34
04,11,12,25,27,30,33
04,07,21,31,33,34,35
01,06,10,13,16,26,36
01,03,08,11,18,19,22
02,03,11,16,23,28,36
01,08,10,12,18,28,29
04,05,06,08,09,22,32
03,04,06,10,14,22,29
11,13,15,20,27,29,35
12,15,25,26,27,29,35
01,11,18,19,21,29,37
03,13,22,26,31,32,37
02,07,10,12,16,17,34
01,08,09,16,27,32,37
02,07,10,20,24,29,34
04,05,14,17,18,29,37
11,15,21,26,30,34,35
06,07,10,25,29,30,33
13,14,15,17,23,29,31
10,17,18,25,29,35,36
01,02,17,19,20,22,26
04,09,10,11,24,32,35
07,11,15,17,19,23,31
06,09,14,21,23,33,36
06,07,09,11,21,23,25
03,06,12,17,22,34,35
08,09,15,19,24,25,35
09,14,21,23,25,26,37
13,15,21,23,26,32,34
02,05,08,15,18,26,31
01,09,15,16,19,32,35
01,02,11,13,15,24,25
01,09,15,24,31,33,36
04,05,09,15,29,31,33
08,13,18,20,23,25,26
06,11,15,17,20,27,32
12,13,15,19,21,24,36
08,13,15,17,21,26,29
01,05,11,16,27,35,36
02,06,07,09,19,23,36
04,14,15,17,21,23,26
04,08,12,23,29,31,34
05,06,15,19,22,29,32
01,03,11,20,23,32,35
05,15,16,26,27,32,35
14,21,24,27,30,33,37
01,04,11,13,15,21,32
01,12,14,18,23,24,31
06,07,09,12,15,17,24
08,23,24,25,27,30,31
01,15,20,26,28,34,37
05,09,10,13,26,30,34
09,20,28,29,31,34,37
01,05,06,22,25,27,31
10,12,13,16,34,35,36
03,06,09,19,23,25,31
02,08,09,11,24,26,27
02,09,17,22,32,34,36
06,09,13,18,20,22,30
01,05,13,17,31,32,35
05,11,12,19,21,26,28
09,12,14,24,29,31,35
08,13,17,21,23,28,37
03,21,26,33,34,35,37
03,04,07,19,20,21,29
19,22,23,34,35,36,37
02,09,13,18,21,33,34
07,14,15,16,23,25,30
03,13,17,25,26,27,29
02,04,07,09,15,35,37
04,15,18,24,25,34,36
03,05,08,15,22,25,27
02,03,09,30,33,36,37
06,11,14,21,24,28,31
02,03,07,09,22,23,26
12,17,21,24,26,30,32
13,15,17,18,20,21,26
02,04,07,10,12,29,34
10,13,19,21,26,33,34
03,09,18,21,23,27,29
01,02,09,11,17,30,35
07,09,11,18,25,28,35
06,09,13,14,21,25,31
15,16,17,21,26,29,30
04,06,26,27,28,35,36
09,14,22,24,25,36,37
11,12,13,21,29,36,37
02,06,09,12,31,36,37
05,13,15,18,19,24,35
04,06,10,19,20,24,29
07,15,22,25,31,32,35
02,04,06,11,15,19,36

03,04,06,13,22,31,36
04,13,16,18,22,26,33
04,05,10,13,28,32,33
01,06,07,11,27,35,36
04,05,19,31,35,36,37
05,19,20,21,30,34,36
06,13,17,22,32,33,36
03,07,11,16,22,34,37
08,11,17,24,28,31,32
13,14,17,21,27,28,34
01,09,17,20,22,28,29
18,21,31,32,33,36,37
06,08,10,12,16,21,28
07,13,15,25,30,32,37
04,07,12,20,23,24,31
03,06,27,30,31,32,36
04,06,20,21,22,24,31
12,13,14,19,25,33,34
08,15,21,24,26,27,29
02,11,12,18,21,33,36
03,07,08,10,18,23,35
06,15,19,25,26,30,31
04,06,10,23,24,32,36
05,14,16,19,31,33,37
01,02,04,16,26,29,34
07,14,18,22,23,26,34
06,15,20,26,33,34,37
01,07,10,11,20,23,30
07,08,10,13,19,23,24
01,08,11,21,23,25,28
04,09,12,13,22,26,36
06,09,11,15,26,34,36
09,15,19,23,25,34,36
01,11,12,17,22,30,35
06,17,21,31,33,35,37
10,13,14,15,23,31,32
07,09,19,22,24,27,30
05,20,21,27,30,31,36
01,02,06,21,23,27,28
03,05,06,09,27,32,36
01,05,10,20,21,28,30
03,09,12,14,19,20,36
01,03,05,07,10,26,36
14,20,27,29,30,31,37
09,11,14,15,16,18,27
03,13,20,23,31,35,36
01,02,06,16,28,30,31
02,07,08,12,14,23,27
08,14,17,18,20,22,34
01,02,08,24,32,36,37
10,14,17,21,23,27,31
03,06,07,30,32,36,37
05,09,16,26,28,29,32
04,09,16,19,22,33,34
02,09,13,18,22,24,26
02,04,19,21,24,28,35
07,09,10,16,20,28,37
08,12,17,21,23,24,31
09,10,13,15,21,22,24
06,07,14,20,27,31,34
01,04,15,19,22,23,31
01,09,11,16,20,30,34
01,05,07,12,15,24,25
04,10,25,27,28,33,34
10,12,18,28,29,30,35
02,09,13,18,22,32,36
01,03,08,14,28,29,33
06,12,14,18,21,27,28
02,10,18,30,31,32,36
03,11,12,13,17,26,35
09,16,18,21,23,34,35
02,05,17,20,21,32,33
13,19,21,25,27,32,35
10,17,24,27,30,33,37
08,09,13,14,24,32,34
04,09,20,28,30,34,35
03,07,13,15,17,21,30
07,10,14,16,20,30,31
03,04,12,17,32,34,36
01,15,20,23,25,31,32
05,07,11,19,24,27,30
02,04,08,23,26,27,32
10,12,15,23,28,30,35
04,10,13,16,17,21,27
01,06,11,14,19,28,35
01,02,15,17,18,22,36
01,03,05,08,29,34,36
02,16,18,26,27,34,35
02,04,13,16,21,30,37
02,16,18,26,32,35,37
03,06,08,14,15,25,36
05,08,09,24,27,28,30
09,10,20,28,31,34,37
09,14,23,27,28,31,32

06,08,13,14,20,25,27
08,13,26,27,28,29,37
04,06,07,09,15,17,37
06,07,10,15,27,35,36
07,08,09,24,28,30,33
04,12,22,30,31,35,36
06,17,20,21,24,30,32
02,06,07,08,28,30,36
03,08,09,13,17,27,33
06,10,12,19,21,22,30
03,15,19,20,26,28,33
07,09,11,15,16,22,37
02,03,11,12,22,35,36
01,04,08,27,28,29,31
11,12,21,23,28,36,37
01,02,11,16,25,35,36
13,17,22,24,27,28,35
03,09,11,13,19,25,33
07,13,14,16,22,24,35
09,11,14,21,22,23,24
01,08,13,14,18,30,34
13,19,20,27,28,29,30
02,05,11,14,17,30,32
04,05,15,25,26,29,32
01,05,07,14,15,25,35
02,08,09,13,14,18,37
01,03,11,26,28,34,36
03,04,10,14,25,29,30
08,09,12,18,20,28,31
03,10,20,21,22,26,30
06,07,10,11,22,26,35
08,16,23,28,29,35,36
01,11,21,26,28,32,35
01,03,16,20,25,27,34
01,03,10,18,28,31,35
02,05,10,18,21,24,27
02,04,07,09,21,29,37
05,06,10,14,24,28,36
03,10,23,25,26,28,30
04,13,18,29,32,34,36
04,09,15,17,19,35,37
05,13,14,15,16,24,31
12,16,23,25,27,30,32
11,12,18,19,20,31,32
01,06,13,29,34,35,37
09,10,18,21,27,33,35
13,17,20,22,28,29,37
02,07,13,15,24,34,35
07,11,15,17,18,25,35
01,11,25,28,31,33,37
04,07,12,22,23,24,28
04,15,16,17,20,29,36
04,08,19,24,28,30,32
04,10,12,15,27,32,33
05,10,11,21,28,31,37
03,07,09,15,16,23,34
05,08,12,13,21,30,35
01,06,07,08,23,32,33
05,06,12,16,17,20,33
04,23,26,27,28,32,36
04,12,14,17,23,30,36
01,03,05,10,18,22,23
01,04,14,16,20,33,36
08,10,22,24,26,32,34
01,04,05,08,20,23,35
03,04,07,08,15,24,29
08,11,12,17,24,26,27
03,05,24,26,29,30,34
02,09,11,14,20,21,36
02,05,06,15,23,27,30
01,02,09,18,21,27,33
03,04,06,15,27,28,29
04,06,07,08,24,31,37
02,15,16,17,23,31,33
02,03,08,15,34,35,36
02,06,11,23,26,31,34
07,13,19,23,25,26,30
04,14,19,22,24,29,34
07,08,10,13,14,19,37
05,06,10,11,20,28,36
01,16,18,19,25,30,34
04,06,07,23,24,32,35
01,04,17,24,29,33,36
03,08,15,18,27,29,37
09,12,13,19,23,33,34
06,08,13,22,26,32,36
02,03,16,17,24,26,28
06,07,12,15,19,35,37
01,10,11,14,17,18,28
11,13,16,18,26,31,36
01,06,11,16,17,18,21
04,05,08,10,16,19,33
04,08,11,25,28,29,30
02,04,08,09,15,23,25

01,09,13,15,25,30,33
02,05,13,20,21,23,28
02,14,19,20,21,22,31
12,17,21,24,29,31,36
02,03,05,22,34,36,37
05,06,09,13,16,21,23
02,10,14,17,23,25,35
04,07,08,09,24,28,30
06,10,16,21,27,28,35
11,12,14,19,26,27,33
09,15,26,29,32,34,36
01,02,03,06,24,28,30
03,04,15,23,27,30,36
02,21,28,29,30,32,36
01,03,05,07,27,29,33
05,15,19,23,30,34,35
01,03,04,05,16,21,28
12,13,22,23,24,28,29
02,07,08,11,14,23,31
20,24,29,31,33,34,35
07,10,12,17,23,28,34
